name,organization,homepage,logo,twitter,crunchbase_url,funding,member,relation,tag,license,headquarters,description,crunchbase_description,crunchbase_homepage,crunchbase_city,crunchbase_region,crunchbase_country,crunchbase_twitter,crunchbase_linkedin,crunchbase_ticker,crunchbase_kind,crunchbase_min_employees,crunchbase_max_employees,category,subcategory,oss,github_repo,github_stars,github_description,github_latest_commit_date,github_latest_commit_link,github_latest_release_date,github_latest_release_link,github_start_commit_date,github_start_commit_link,github_contributors_count,github_contributors_link,accepted,incubation,graduated,dev_stats_url,artwork_url,blog_url,mailing_list_url,slack_url,youtube_url,chat_channel,last_audit_date,last_audit_url
CAMEL,,https://github.com/camel-ai/camel,logos/051d19fd23c66d9333e37fad787edc2a2a9306b23f3071be96b6d2a630bfdd1a.svg,,,,,,,,,"Frameworks whose core abstraction is a team of cooperating agents — roles, messaging, and group workflows as first-class primitives.",,,,,,,,,,,,Frameworks & Runtimes,Frameworks / Multiagent Orchestration,,,,,,,,,,,,,,,,,,,,,,,,
Claude Computer Use Demo,,https://github.com/anthropics/anthropic-quickstarts/tree/main/computer-use-demo,logos/94266427a4dca2c0428a77a8bcd9e6bd539dfa6785df8f17bd6bcd17029b7a89.svg,,,,,,,,,Harnesses that run computer-use agents locally on the user's own machine.,,,,,,,,,,,,Agents,Computer Use / Local Computer-Use Harnesses,,,,,,,,,,,,,,,,,,,,,,,,
ClawRouter,,https://github.com/BlockRunAI/ClawRouter,logos/7e786fef948cdfc753feb43656492772d9e335e0beeeec12798bd5f33b9eed4a.svg,,,,,,,,,Routers specialised for dispatching tool calls to the model best suited to execute them.,,,,,,,,,,,,Models & Inference,Inference / Routers / Tool Specific,,,,,,,,,,,,,,,,,,,,,,,,
cmux,,https://github.com/manaflow-ai/cmux,logos/64376d8c4812a98a3e9ed065936cb00a30890d5b37b5fb9368ec9c81d145db10.svg,,,,,,,,,"macOS-native computer-use runtimes controlling the Mac via AppleScript, accessibility, or native APIs.",,,,,,,,,,,,Tools & Integrations,Actions / Computer Use / Platform Specific / macOS,,,,,,,,,,,,,,,,,,,,,,,,
Cognee,,https://github.com/topoteretes/cognee,logos/0d8439fe452e0b6bb7150abbb66f93e667a4cc747077689d553ef1998d446e19.svg,,,,,,,,,"Persistent memory systems that let agents remember across sessions, users, and time.",,,,,,,,,,,,"Context, Memory & Data",Memory,,,,,,,,,,,,,,,,,,,,,,,,
Cohere Rerank,,https://cohere.com/rerank,logos/046f5b48e15b4c8ad58d2c42acdd109d587173282cbb8d3ca06db84fc2aaa062.svg,,,,,,,,,Models and services that reorder retrieved candidates by relevance before they reach the LLM.,,,,,,,,,,,,"Context, Memory & Data",Data / RAG / Rerankers,,,,,,,,,,,,,,,,,,,,,,,,
Coinbase CDP AgentKit Wallets,,https://github.com/coinbase/agentkit,logos/08326d518885f7b320ddda11fb980b4bcb8a674f1b0a864e15ecb57bdccc2264.svg,,,,,,,,,"Wallet infrastructure giving agents custody, signing, and balance management for on-chain or fiat funds.",,,,,,,,,,,,Tools & Integrations,Actions / Financial Tools / Agent Wallets,,,,,,,,,,,,,,,,,,,,,,,,
Composio,,https://github.com/ComposioHQ/composio,logos/3b15210e8cedf0f2fd2313265c2b768b781230284c61d69045350436912e9b6a.svg,,,,,,,,,Generic integration/connector libraries exposing many third-party APIs as agent-callable tools.,,,,,,,,,,,,Tools & Integrations,Actions / Integrations,,,,,,,,,,,,,,,,,,,,,,,,
Concordia,,https://github.com/google-deepmind/concordia,logos/6dc0323a1db631e2230125c52db2a8124b9c1385af289970c7d2ac5971e3f4b9.svg,,,,,,,,,"Frameworks for simulating populations of agents in social settings — generative agents, games, and behavioral experiments.",,,,,,,,,,,,Frameworks & Runtimes,Frameworks / Social Simulations,,,,,,,,,,,,,,,,,,,,,,,,
Conductor,,https://github.com/conductor-oss/conductor,logos/ce58fdcbdb095bbda223f017d7eac627d02e4adf602ae198e6b49625818b0a36.svg,,,,,,,,,"Coordination layers that route tasks across multiple agents, models, or workers — the conductor rather than the individual performer.",,,,,,,,,,,,Frameworks & Runtimes,Orchestration,,,,,,,,,,,,,,,,,,,,,,,,
ConnectOnion,,https://github.com/openonion/connectonion,logos/3b15210e8cedf0f2fd2313265c2b768b781230284c61d69045350436912e9b6a.svg,,,,,,,,,"Protocols, channels, and libraries that let independent agents address and message one another directly.",,,,,,,,,,,,Agents,Agent to Agent,,,,,,,,,,,,,,,,,,,,,,,,
Context-Gateway,,https://github.com/Compresr-ai/Context-Gateway,logos/7296244a27762ddff3bf9d9b4810923c319cb3d504105cb40ac8c080e8ffb499.svg,,,,,,,,,Gateway-layer services that compress or prune context windows before requests reach the model.,,,,,,,,,,,,Models & Inference,Inference / Gateways / Context Compression,,,,,,,,,,,,,,,,,,,,,,,,
context-lens,,https://github.com/larsderidder/context-lens,logos/a525e44defb7a9f80d6e4d28db50f4779d5288999a8ceea505a2c2e42c8b2722.svg,,,,,,,,,"Visualisers that render context windows, token budgets, and prompt structure.",,,,,,,,,,,,"Context, Memory & Data",Context / Visualisation,,,,,,,,,,,,,,,,,,,,,,,,
context-mode,,https://github.com/mksglu/context-mode,logos/d3978ea9e836dfd9da73f85a5a84e6528eca71daebe551dd675fc4a26131884a.svg,,,,,,,,,"Tools that shrink, rank, or restructure context to fit window and cost budgets.",,,,,,,,,,,,"Context, Memory & Data",Context / Context Optimisation,,,,,,,,,,,,,,,,,,,,,,,,
Contexto,,https://github.com/ekailabs/contexto,logos/e9d6c657343a0333961d249afe5910736d4c071298aa94c011a36be07af664bf.svg,,,,,,,,,"Context engines that orchestrate retrieval, assembly, and delivery of prompt context.",,,,,,,,,,,,"Context, Memory & Data",Context / Engines,,,,,,,,,,,,,,,,,,,,,,,,
Cordum,,https://github.com/cordum-io/cordum,logos/e3b0878b5b757c842132d3df9dab839f0e20a7c850a591a6eb287d012250b6ca.svg,,,,,,,,,Centralized policy and governance control planes that enforce rules across fleets of agents and tools.,,,,,,,,,,,,Safety & Governance,Security / Control Planes,,,,,,,,,,,,,,,,,,,,,,,,
Coze Loop,,https://github.com/coze-dev/coze-loop,logos/7b46e4fabf1efa98cc71a0e3049fbd8a9c4dd133e746fc180dfff36b78958a45.svg,,,,,,,,,"Platforms for evaluating, tuning, and optimising deployed agents and prompts.",,,,,,,,,,,,Builders & Platforms,Optimisation Platform,,,,,,,,,,,,,,,,,,,,,,,,
Coze Studio,,https://github.com/coze-dev/coze-studio,logos/09a36081882b836c660ab934d031fc07f0b8efd6b176aab612d2b0cce1a69057.svg,,,,,,,,,"All-in-one environments for authoring, testing, and iterating on agents.",,,,,,,,,,,,Builders & Platforms,Development Platforms,,,,,,,,,,,,,,,,,,,,,,,,
CrewAI,,https://github.com/crewAIInc/crewAI,logos/08fccb3485412a378e9ead137495c275e5dc88fa76f02e3e36630f2da4651af0.svg,,,,,,,,,"Frameworks whose core abstraction is a team of cooperating agents — roles, messaging, and group workflows as first-class primitives.",,,,,,,,,,,,Frameworks & Runtimes,Frameworks / Multiagent Orchestration,,,,,,,,,,,,,,,,,,,,,,,,
Crossmint Agent Wallets,,https://www.crossmint.com/products/wallets,logos/6857ada5384e496232e7a13827839ad472ebeaf6f6e694adf00de79532aeea96.svg,,,,,,,,,"Wallet infrastructure giving agents custody, signing, and balance management for on-chain or fiat funds.",,,,,,,,,,,,Tools & Integrations,Actions / Financial Tools / Agent Wallets,,,,,,,,,,,,,,,,,,,,,,,,
Crucix,,https://github.com/calesthio/Crucix,logos/0f45d86e0c3c3b6fe1195c0987c72bf901b802a378eedf45852f68366c3e4bf9.svg,,,,,,,,,Memory-centric personal assistants that retain per-user lifelong context across sessions and apps.,,,,,,,,,,,,"Context, Memory & Data",Memory / Personal AI,,,,,,,,,,,,,,,,,,,,,,,,
Crush,,https://github.com/charmbracelet/crush,logos/ade795d66b789d2e0a5dcc89f4c6225196ac481fc8d63e6bb17fb6c8b26535ba.svg,,,,,,,,,Third-party CLI agent harnesses not shipped by a model vendor.,,,,,,,,,,,,Agents,Harnesses / CLIs / Third Party,,,,,,,,,,,,,,,,,,,,,,,,
cua,,https://github.com/trycua/cua,logos/1a1522501203a945533e9f0682d550f876ebc40e17aa8382d56f33a78f7cd137.svg,,,,,,,,,"Frameworks letting agents control a full desktop OS via keyboard, mouse, and screen — beyond just the browser.",,,,,,,,,,,,Tools & Integrations,Actions / Computer Use,,,,,,,,,,,,,,,,,,,,,,,,
cua.ai,,https://cua.ai/,logos/a44d56396acd1a9a55431ce2fec60eb96d66c89f21cf460e4ab78df57a53998e.svg,,,,,,,,,Hosted remote desktop environments that agents drive via screen/keyboard/mouse — cloud VMs packaged as agent workspaces.,,,,,,,,,,,,Frameworks & Runtimes,Environments / Remote Desktops,,,,,,,,,,,,,,,,,,,,,,,,
Daytona,,https://github.com/daytonaio/daytona,logos/66941435beb7e1ecbe182d8413d88a4038586870696dbc06364047f52500742c.svg,,,,,,,,,Sandboxes purpose-built for running LLM-generated code with fast startup and per-session isolation.,,,,,,,,,,,,Frameworks & Runtimes,Runtimes / Sandboxes / Code Execution Sandboxes,,,,,,,,,,,,,,,,,,,,,,,,
Deep Lake,,https://github.com/activeloopai/deeplake,logos/b58e4f7ae30714a19de8ae35d4323b877164835d767f25dc9b2b3117b081ee02.svg,,,,,,,,,"Runtime-adjacent storage and data-access layers that agents rely on for state, memory, and dataset I/O.",,,,,,,,,,,,Frameworks & Runtimes,Runtimes / Data Layers,,,,,,,,,,,,,,,,,,,,,,,,
DeepAgents,,https://github.com/langchain-ai/deepagents,logos/11c88cbfefc9e65da4859c549579da2449dc5b4f9d638c0d555d0bce3c36ba99.svg,,,,,,,,,"Harnesses specialised for long-horizon, multi-step research tasks with iterative search, reading, and synthesis.",,,,,,,,,,,,Frameworks & Runtimes,Harnesses / Deep Research,,,,,,,,,,,,,,,,,,,,,,,,
DeepEval,,https://github.com/confident-ai/deepeval,logos/b35019fa6a76e61e897437ecc37bb67ef7cbf488de4e38ff99253eb4bc720acf.svg,,,,,,,,,"General-purpose eval frameworks for authoring, running, and scoring test suites against LLM and agent outputs.",,,,,,,,,,,,Observability & Evals,Evals and Experiment Tracking / Frameworks,,,,,,,,,,,,,,,,,,,,,,,,
Dify,,https://github.com/langgenius/dify,logos/b1f4556546e4bbab6aff1bcf13f296acea958be4b8484f03b80efea7b4b73a97.svg,,,,,,,,,Hosted or self-hostable backends that provide APIs and infrastructure for running user-defined agents.,,,,,,,,,,,,Agents,Backend Platforms,,,,,,,,,,,,,,,,,,,,,,,,
Docling,,https://github.com/DS4SD/docling,logos/d413dd8e2061d6405560e944d692bea04e9e6859d90349087dd2bfe8e5943c26.svg,,,,,,,,,"Parsers that convert PDFs, Office files, and HTML into LLM-ready structured text and markdown.",,,,,,,,,,,,"Context, Memory & Data",Data / RAG / Document Parsing for LLMs,,,,,,,,,,,,,,,,,,,,,,,,
dotai,,https://github.com/udecode/dotai,logos/c68b1f2f26b307caad733f7803ca19a2b917520b246aa61646c3f1afd994badb.svg,,,,,,,,,"Utilities for assembling, versioning, and injecting prompt context bundles into agents.",,,,,,,,,,,,"Context, Memory & Data",Context / Tools / Context Managers,,,,,,,,,,,,,,,,,,,,,,,,
DSPy,,https://github.com/stanfordnlp/dspy,logos/b825c4631592383ede0914eba417d7cff9c45dbb275882d00a7c8c468c2563fd.svg,,,,,,,,,"Frameworks that automatically tune, rewrite, or compile prompts from higher-level program specifications.",,,,,,,,,,,,Dev Tools & Skills,Prompts / Prompt Optimisation & Compilation,,,,,,,,,,,,,,,,,,,,,,,,
E2B,,https://github.com/e2b-dev/e2b,logos/9f49d53d02248e4a4dc5c1362af83f9596a5a1629b12f98158aec95a3d809207.svg,,,,,,,,,Sandboxes purpose-built for running LLM-generated code with fast startup and per-session isolation.,,,,,,,,,,,,Frameworks & Runtimes,Runtimes / Sandboxes / Code Execution Sandboxes,,,,,,,,,,,,,,,,,,,,,,,,
EnsoAI,,https://github.com/J3n5en/EnsoAI,logos/391b11756bae9796b91ca100f3dd074dffec2d8b9ca76ebf86cdc4df508945f5.svg,,,,,,,,,Framework-level optimisation techniques for running agent workloads in parallel to cut latency or cost.,,,,,,,,,,,,Frameworks & Runtimes,Frameworks / Optimisation / Parallelisation,,,,,,,,,,,,,,,,,,,,,,,,
EvoAgentX,,https://github.com/EvoAgentX/EvoAgentX,logos/31d263a377fdba6ad72989371ebdc400dfe7d078b628448aac92338a68a36bff.svg,,,,,,,,,Programming-model libraries and SDKs for building agents — the code-facing abstractions developers import to define agent behavior.,,,,,,,,,,,,Frameworks & Runtimes,Frameworks,,,,,,,,,,,,,,,,,,,,,,,,
Exa,,https://exa.ai/,logos/14c451f14cc1e58c8df3c02d87a4bec85744fde7411b517aaa8b5bdd29f4d1c9.svg,,,,,,,,,"Web search APIs purpose-built as agent tool calls, returning LLM-friendly results rather than SERP HTML.",,,,,,,,,,,,Tools & Integrations,Actions / Web Search APIs for Agents,,,,,,,,,,,,,,,,,,,,,,,,
Fairo,,https://github.com/facebookresearch/fairo,logos/3e6d92d073c5a553918d507514242d14550a87ce88641604269eb3f8084ece74.svg,,,,,,,,,Platforms for building agents embodied in physical or avatar form factors.,,,,,,,,,,,,Builders & Platforms,Platforms / Embodied,,,,,,,,,,,,,,,,,,,,,,,,
Fara,,https://github.com/microsoft/fara,logos/2bfc7c53ea781821a84b5ec6d0aebaa0ed13aaa94bc875e22ae7275b010accbb.svg,,,,,,,,,"LLMs tuned specifically for computer-use agents that control a GUI, browser, or desktop.",,,,,,,,,,,,Models & Inference,Models / LLMs / By Use Case / Computer Use,,,,,,,,,,,,,,,,,,,,,,,,
Firecrawl,,https://github.com/firecrawl/firecrawl,logos/9eb40d05751ef32112471e34e569d7289ade1cb84b9ed4feab42d5ebeb664138.svg,,,,,,,,,"Services that turn web pages and unstructured sources into clean, structured data for agents.",,,,,,,,,,,,Tools & Integrations,Actions / Data Extraction and Structuring,,,,,,,,,,,,,,,,,,,,,,,,
FlashRank,,https://github.com/PrithivirajDamodaran/FlashRank,logos/fefc8b606e4dbcacaa4af64b0b139dccbe602fb13d950ae3f2e6c5b0a1692dcd.svg,,,,,,,,,Models and services that reorder retrieved candidates by relevance before they reach the LLM.,,,,,,,,,,,,"Context, Memory & Data",Data / RAG / Rerankers,,,,,,,,,,,,,,,,,,,,,,,,
Flowise,,https://github.com/FlowiseAI/Flowise,logos/0456a5822407d6d1d29a17041193b0d2bbbdf0e6a6418e4fac0622aa289262cc.svg,,,,,,,,,Open-source automation platforms offering a drag-and-drop graphical flow builder.,,,,,,,,,,,,Builders & Platforms,Automation / Open Source / GUI Based,,,,,,,,,,,,,,,,,,,,,,,,
GAIA,,https://huggingface.co/gaia-benchmark,logos/0a7178d92174476adeeee1846b5bd65efd3a119747076b3389b584188edd7f25.svg,,,,,,,,,"Benchmarks measuring broad, open-ended assistant capability across mixed reasoning, tool-use, and knowledge tasks.",,,,,,,,,,,,Observability & Evals,Benchmarks / General Assistant Benchmarks,,,,,,,,,,,,,,,,,,,,,,,,
Garak,,https://github.com/NVIDIA/garak,logos/7f64a33541a6d6169a62195a190bae0a6dcf6249894fd89f099ff0a871cb2f2f.svg,,,,,,,,,Scanners and test harnesses specifically targeting prompt injection and LLM jailbreak vulnerabilities.,,,,,,,,,,,,Safety & Governance,Security / Red Team / Prompt Injection Scanners,,,,,,,,,,,,,,,,,,,,,,,,
Gastown,,https://github.com/gastownhall/gastown,logos/d14d998346f978043326a2eaa4cb6e4d16038ed1380828c4a771e5fc84b80499.svg,,,,,,,,,"Multi-agent workspace environments where users manage, converse with, and orchestrate several agents in one place.",,,,,,,,,,,,Interfaces,Workspaces,,,,,,,,,,,,,,,,,,,,,,,,
Gemini CLI,,https://github.com/google-gemini/gemini-cli,logos/8cea1762e080f24e0c2f25109cb1f98a5c5f2ba3026e7c723cdbf511430ff47d.svg,,,,,,,,,First-party CLI agent harnesses shipped by model vendors for their own models.,,,,,,,,,,,,Agents,Harnesses / CLIs / Vendor,,,,,,,,,,,,,,,,,,,,,,,,
Gibberlink,,https://github.com/PennyroyalTea/gibberlink,logos/a70bd0b2b47bd2f7bb3f4c75d2473035fdf6b3ee55f5219287f4e8c512688cec.svg,,,,,,,,,Experimental voice-based protocols for agent-to-agent communication.,,,,,,,,,,,,Agents,Agent to Agent / Experiments / Voices,,,,,,,,,,,,,,,,,,,,,,,,
GitAgent,,https://github.com/open-gitagent/gitagent,logos/70d76549e6bae96473e0c426a0c4b49368b2b083b8d09d2c85538703e8a5ac05.svg,,,,,,,,,Proposed agent-ecosystem standards still in draft — not yet widely implemented or ratified.,,,,,,,,,,,,Tools & Integrations,Standards / Proposed,,,,,,,,,,,,,,,,,,,,,,,,
GOAT,,https://github.com/goat-sdk/goat,logos/3056e1f3372d8f69e795b567422b88c431b1451e0158b1131ca16a1c9cdc767e.svg,,,,,,,,,"Toolkits giving agents financial capabilities — wallets, payment rails, and transaction execution.",,,,,,,,,,,,Tools & Integrations,Actions / Financial Tools,,,,,,,,,,,,,,,,,,,,,,,,
Goose,,https://github.com/aaif-goose/goose,logos/d7d03f7ae0e50bec8c1b05b2451e7dd7637d6ab8e9866452608da4f531a132a7.svg,,,,,,,,,Hybrid frontends exposing the same agent through both a graphical interface and a command-line entry point.,,,,,,,,,,,,Interfaces,Frontends / GUIs and CLIs,,,,,,,,,,,,,,,,,,,,,,,,
Graphiti,,https://github.com/getzep/graphiti,logos/ae5a451ab616f65a95c8503ca79577dd41680f7d8cb279e3428288f6ba4d8ab2.svg,,,,,,,,,Libraries that construct and maintain knowledge graphs as agent long-term memory.,,,,,,,,,,,,Agents,Memory / Graph Builders,,,,,,,,,,,,,,,,,,,,,,,,
Graphiti,,https://github.com/getzep/graphiti,logos/ae5a451ab616f65a95c8503ca79577dd41680f7d8cb279e3428288f6ba4d8ab2.svg,,,,,,,,,Building entity-and-relation knowledge graphs from unstructured text to power graph-aware retrieval.,,,,,,,,,,,,"Context, Memory & Data",Data / RAG / Knowledge Graph Construction,,,,,,,,,,,,,,,,,,,,,,,,
Graphiti,,https://github.com/getzep/graphiti,logos/ae5a451ab616f65a95c8503ca79577dd41680f7d8cb279e3428288f6ba4d8ab2.svg,,,,,,,,,Time-aware memory stores that record events and their temporal relations for agent recall.,,,,,,,,,,,,"Context, Memory & Data",Memory / Episodic / Temporal Memory,,,,,,,,,,,,,,,,,,,,,,,,
Grok 4.20 Multi-Agent,,https://openrouter.ai/x-ai/grok-4.20-multi-agent,logos/acda654acb80f6d97334bde3ebdd4a22249b96b213a142762f6dc39f73990c14.svg,,,,,,,,,"LLMs purpose-built or tuned for agentic workflows — planning, tool use, multi-agent coordination.",,,,,,,,,,,,Models & Inference,Models / LLMs / Agent Specific,,,,,,,,,,,,,,,,,,,,,,,,
Guardrails AI,,https://github.com/guardrails-ai/guardrails,logos/0a7178d92174476adeeee1846b5bd65efd3a119747076b3389b584188edd7f25.svg,,,,,,,,,"Libraries and routers that enforce content, safety, and behavioral policies on LLM inputs and outputs.",,,,,,,,,,,,Safety & Governance,Guardrails / Policy Engines & Guardrail Routers,,,,,,,,,,,,,,,,,,,,,,,,
Guidance,,https://github.com/guidance-ai/guidance,logos/c8f623af4c64bc85d8343cd3295f6fd794110ffc926b167b8e4f260729ddd360.svg,,,,,,,,,"Libraries that constrain LLM decoding to a grammar, regex, or schema at token level.",,,,,,,,,,,,Dev Tools & Skills,Prompts / Structured Output / Constrained Decoding Libraries,,,,,,,,,,,,,,,,,,,,,,,,
Gumloop,,https://www.gumloop.com/,logos/54cca2d852c0d4ee25eb504e46dc90f618730ec613882e6632b81ebadad2e6ba.svg,,,,,,,,,Visual SaaS builders optimised for multi-step workflows rather than conversational agents.,,,,,,,,,,,,Builders & Platforms,SaaS Builders / Visual Programming / Workflow Focused,,,,,,,,,,,,,,,,,,,,,,,,
Hello Halo,,https://github.com/openkursar/hello-halo,logos/4267cc0a48eaae4010dfa575fb74b2ed8b3b38e37061798fe9cbb5f987631b1b.svg,,,,,,,,,Native desktop applications that package agents as installable GUI software.,,,,,,,,,,,,Agents,Desktop GUIs,,,,,,,,,,,,,,,,,,,,,,,,
Hermes Agent,,https://github.com/NousResearch/hermes-agent,logos/c2a04af673afcdd6848e8e583b3c6f048b6cc21175ddb5e0d778aa0598313e46.svg,,,,,,,,,Open-source agent frameworks usable as libraries for building custom agents.,,,,,,,,,,,,Agents,Frameworks / Open Source,,,,,,,,,,,,,,,,,,,,,,,,
Hive,,https://github.com/aden-hive/hive,logos/d6103c58b8cbf56dc3fcc064269164ed3e35ddde691e2290d3462c9053529586.svg,,,,,,,,,"Wrappers that extend or control an existing agent/LLM loop — adding research, dispatch, checkpointing, recovery, or compression around it.",,,,,,,,,,,,Frameworks & Runtimes,Harnesses,,,,,,,,,,,,,,,,,,,,,,,,
Hugging Face Agents Course user sims,,https://huggingface.co/learn/agents-course,logos/e0faaff9fcf77b0caad966bd19e437d91ab1a586ea27f38cb3f13916cec0ed88.svg,,,,,,,,,Tools that generate simulated users to exercise agents in multi-turn conversational or task scenarios.,,,,,,,,,,,,Observability & Evals,Evals and Experiment Tracking / Synthetic User Simulation,,,,,,,,,,,,,,,,,,,,,,,,
Hyperbrowser,,https://hyperbrowser.ai/,logos/64d8e343008ae4fed374f35adcc0519ebcbf2385654226b70c15704d3ef6a349.svg,,,,,,,,,"Hosted browser infrastructure providing managed sessions, proxies, and captchas for agent automation at scale.",,,,,,,,,,,,Tools & Integrations,Actions / Browser Automation / Cloud Browser Infrastructure,,,,,,,,,,,,,,,,,,,,,,,,
II-Agent,,https://github.com/Intelligent-Internet/ii-agent,logos/8f8e682ab541230ce51d3a8290030db6b2ca9ea75fc3d2ba6204ebe4f98653c6.svg,,,,,,,,,Programming-model libraries and SDKs for building agents — the code-facing abstractions developers import to define agent behavior.,,,,,,,,,,,,Frameworks & Runtimes,Frameworks,,,,,,,,,,,,,,,,,,,,,,,,
INKOS,,https://github.com/Narcooo/inkos,logos/6553ab631285d9fa7582d3c483163e02c95ec75f89ca0264ec16e9a8f07f415c.svg,,,,,,,,,Agents built around a single well-defined purpose or task type.,,,,,,,,,,,,Agents,Purpose Specific,,,,,,,,,,,,,,,,,,,,,,,,
Inspect AI,,https://github.com/UKGovernmentBEIS/inspect_ai,logos/c4d1e74b83f99e3025c16614b866ea3788112baf659a1cf18fdf0a9e2795c020.svg,,,,,,,,,Frameworks that use an LLM to grade outputs of another LLM or agent against rubrics or reference answers.,,,,,,,,,,,,Observability & Evals,Evals and Experiment Tracking / LLM-as-Judge Frameworks,,,,,,,,,,,,,,,,,,,,,,,,
Instructor,,https://github.com/jxnl/instructor,logos/0fe97d791dd3067fb8a4f032d9ccc01394f0e08eb6191e28b6b9b4efc14f6f13.svg,,,,,,,,,"Libraries that constrain LLM decoding to a grammar, regex, or schema at token level.",,,,,,,,,,,,Dev Tools & Skills,Prompts / Structured Output / Constrained Decoding Libraries,,,,,,,,,,,,,,,,,,,,,,,,
IntentKit,,https://github.com/crestalnetwork/intentkit,logos/0fe97d791dd3067fb8a4f032d9ccc01394f0e08eb6191e28b6b9b4efc14f6f13.svg,,,,,,,,,"Deployments that run many related agents as a managed cluster sharing state, scheduling, or lifecycle.",,,,,,,,,,,,Agents,Agent Clusters,,,,,,,,,,,,,,,,,,,,,,,,
Invariant Labs,,https://github.com/invariantlabs-ai/invariant,logos/17c7e71cc90f322db264305367877dc8e275f8c64fcaf6c413b33d6a829a0194.svg,,,,,,,,,"Libraries and routers that enforce content, safety, and behavioral policies on LLM inputs and outputs.",,,,,,,,,,,,Safety & Governance,Guardrails / Policy Engines & Guardrail Routers,,,,,,,,,,,,,,,,,,,,,,,,
Jina Reranker,,https://jina.ai/reranker/,logos/c438c961b90a947b80980be2a2ca15dd6e83319fb92e6e6e7705e56b3816f0ed.svg,,,,,,,,,Models and services that reorder retrieved candidates by relevance before they reach the LLM.,,,,,,,,,,,,"Context, Memory & Data",Data / RAG / Rerankers,,,,,,,,,,,,,,,,,,,,,,,,
Julep,,https://github.com/julep-ai/julep,logos/eb9b70daffb2fb42dc3f08cef932d944b3a796a7960bf42c46550fc17e2327df.svg,,,,,,,,,Serverless runtimes for hosting agents without managing long-lived infrastructure.,,,,,,,,,,,,Builders & Platforms,Deployment Platforms / Serverless,,,,,,,,,,,,,,,,,,,,,,,,
Jupyter AI,,https://github.com/jupyterlab/jupyter-ai,logos/0cb462acd9dc76e9154c0aea45bb30bbf324ab960c7d7ad3cd4aab7d875bcaba.svg,,,,,,,,,"Extensions that embed agentic actions into existing host software such as IDEs, notebooks, or editors.",,,,,,,,,,,,Tools & Integrations,Actions / Software Extensions,,,,,,,,,,,,,,,,,,,,,,,,
Klavis,,https://github.com/Klavis-AI/klavis,logos/0efe8a621958b8bf5801e1922ebc66105613f766b813e8f00359900ad6561534.svg,,,,,,,,,Services that aggregate many MCP servers behind a single unified interface for an agent client.,,,,,,,,,,,,Tools & Integrations,MCP / Aggregation,,,,,,,,,,,,,,,,,,,,,,,,
