name,organization,homepage,logo,twitter,crunchbase_url,funding,member,relation,tag,license,headquarters,description,crunchbase_description,crunchbase_homepage,crunchbase_city,crunchbase_region,crunchbase_country,crunchbase_twitter,crunchbase_linkedin,crunchbase_ticker,crunchbase_kind,crunchbase_min_employees,crunchbase_max_employees,category,subcategory,oss,github_repo,github_stars,github_description,github_latest_commit_date,github_latest_commit_link,github_latest_release_date,github_latest_release_link,github_start_commit_date,github_start_commit_link,github_contributors_count,github_contributors_link,accepted,incubation,graduated,dev_stats_url,artwork_url,blog_url,mailing_list_url,slack_url,youtube_url,chat_channel,last_audit_date,last_audit_url
Plurals,,https://github.com/josh-ashkinaze/plurals,logos/d252064d50973377dba130f7960fc30498c3410dfe61279e301195ca33702cba.svg,,,,,,,,,Orchestrating multiple LLM personas to surface a synthesised range of viewpoints on a question.,,,,,,,,,,,,Agents,Synthesised Perspectives,,,,,,,,,,,,,,,,,,,,,,,,
Privy Server Wallets,,https://www.privy.io/,logos/17bc7802de85f0840cb159ea855717c8a36ce70d9fad12d21d8f00b05f769fc8.svg,,,,,,,,,"Wallet infrastructure giving agents custody, signing, and balance management for on-chain or fiat funds.",,,,,,,,,,,,Tools & Integrations,Actions / Financial Tools / Agent Wallets,,,,,,,,,,,,,,,,,,,,,,,,
Promptfoo,,https://github.com/promptfoo/promptfoo,logos/2a5da829ddb34a934d9b6bea76abef73d80b35d220cfff8eb082249393cffabb.svg,,,,,,,,,Frameworks that use an LLM to grade outputs of another LLM or agent against rubrics or reference answers.,,,,,,,,,,,,Observability & Evals,Evals and Experiment Tracking / LLM-as-Judge Frameworks,,,,,,,,,,,,,,,,,,,,,,,,
Promptfoo Redteam,,https://www.promptfoo.dev/docs/red-team/,logos/01cef52531e81e144f57e1de73255a1d7df6c2355abc848680ba46dc62c3fb11.svg,,,,,,,,,Scanners and test harnesses specifically targeting prompt injection and LLM jailbreak vulnerabilities.,,,,,,,,,,,,Safety & Governance,Security / Red Team / Prompt Injection Scanners,,,,,,,,,,,,,,,,,,,,,,,,
PromptX,,https://github.com/Deepractice/PromptX,logos/78f6f9a209accc783365191dc5e015cf874eb77e3a28d98cb60e8e1a8159e1db.svg,,,,,,,,,"Tooling for assembling, shaping, and optimising the context window sent to LLMs.",,,,,,,,,,,,"Context, Memory & Data",Context,,,,,,,,,,,,,,,,,,,,,,,,
PulseMCP,,https://www.pulsemcp.com/,logos/c0b5f03bfd03a8826c384349985c43181ba3c9f7509b6cce1808981746257e37.svg,,,,,,,,,"Registries and marketplaces for discovering, publishing, and installing MCP servers.",,,,,,,,,,,,Tools & Integrations,MCP / Registries & Marketplaces,,,,,,,,,,,,,,,,,,,,,,,,
PyRIT,,https://github.com/Azure/PyRIT,logos/3d099fc4219adab41097c9531ed290da7cab3eff5d04f7e533ad957e160fa88a.svg,,,,,,,,,Scanners and test harnesses specifically targeting prompt injection and LLM jailbreak vulnerabilities.,,,,,,,,,,,,Safety & Governance,Security / Red Team / Prompt Injection Scanners,,,,,,,,,,,,,,,,,,,,,,,,
Qdrant,,https://github.com/qdrant/qdrant,logos/7bda8e8c881e302f0792ec6d75be9b821acd8795fd36ff556c030c6a4f3b11dc.svg,,,,,,,,,"Purpose-built stores for embeddings supporting ANN search, filtering, and hybrid retrieval.",,,,,,,,,,,,"Context, Memory & Data",Data / Vector Databases,,,,,,,,,,,,,,,,,,,,,,,,
Qwen Code,,https://github.com/QwenLM/qwen-code,logos/7dc622047e019da43423b52d919ba801e1a130de06ca4c0306ee6803b75f9d70.svg,,,,,,,,,First-party agent CLIs and toolkits shipped by model vendors.,,,,,,,,,,,,Agents,CLIs/Toolkits / Vendor,,,,,,,,,,,,,,,,,,,,,,,,
RagaAI Catalyst,,https://github.com/raga-ai-hub/RagaAI-Catalyst,logos/7d51825a07bbc961555dd8f3136c8bf70168ae796dcb951fef8533261af80d54.svg,,,,,,,,,"Telemetry, evaluation, and operational monitoring for LLM and agent systems across their lifecycle.",,,,,,,,,,,,Observability & Evals,General,,,,,,,,,,,,,,,,,,,,,,,,
RAGFlow,,https://github.com/infiniflow/ragflow,logos/478dd31ba3ce73b293c905b4d3cfb47b56eb14638b892adc298457867c37b181.svg,,,,,,,,,"End-to-end RAG engines that bundle parsing, indexing, retrieval, and generation into a single runnable service.",,,,,,,,,,,,"Context, Memory & Data",Data / RAG / Engines,,,,,,,,,,,,,,,,,,,,,,,,
Ralph,,https://github.com/snarktank/ralph,logos/24d34b219cb49d990c3b5c81e8a355b21b5b630313738aaf372a7594c3984f5d.svg,,,,,,,,,Minimal agent loop patterns — tight read-think-act cycles exposed as the primary abstraction rather than a full framework.,,,,,,,,,,,,Frameworks & Runtimes,Loops,,,,,,,,,,,,,,,,,,,,,,,,
react-grab,,https://github.com/aidenybai/react-grab,logos/709ad3c64abcb0d12147eacf6e047ac4776c3a5826a75c79cf7ab0ed471fcda0.svg,,,,,,,,,"Frontend capture tools that grab UI, DOM, or screen state as context for agents.",,,,,,,,,,,,"Context, Memory & Data",Context / Frontend Tools,,,,,,,,,,,,,,,,,,,,,,,,
RelayPlane Proxy,,https://github.com/RelayPlane/proxy,logos/c5baa071c6d4f2097c271f62e65ed56e1761d2774b0bb130cf563d3582107f66.svg,,,,,,,,,Routers whose primary objective is minimising spend by dispatching to the cheapest adequate model or provider.,,,,,,,,,,,,Models & Inference,Inference / Routers / Cost Optimisation,,,,,,,,,,,,,,,,,,,,,,,,
Riza,,https://riza.io/,logos/7b502858115b149344720751ae1cc7d5370162d5b89c56469c7c59cb1ff7fadf.svg,,,,,,,,,Sandboxes purpose-built for running LLM-generated code with fast startup and per-session isolation.,,,,,,,,,,,,Frameworks & Runtimes,Runtimes / Sandboxes / Code Execution Sandboxes,,,,,,,,,,,,,,,,,,,,,,,,
RLinf,,https://github.com/RLinf/RLinf,logos/3a723a4ac4f8b9f69f21ebe909552baf8ad2f22edca265fbab5733af39511f86.svg,,,,,,,,,"RL frameworks, algorithms, and environments used to train or post-train agentic models.",,,,,,,,,,,,Models & Inference,Models / Reinforcement Learning,,,,,,,,,,,,,,,,,,,,,,,,
Rogue,,https://github.com/qualifire-dev/rogue,logos/fd6acc774689827f1c0efcb8e32b4ec5ee1168bffce43096f07bf3521139fa11.svg,,,,,,,,,"Offensive security tooling for probing agents and LLMs for vulnerabilities, jailbreaks, and unsafe behaviors.",,,,,,,,,,,,Safety & Governance,Security / Red Team,,,,,,,,,,,,,,,,,,,,,,,,
Roo-Code,,https://github.com/RooCodeInc/Roo-Code,logos/142357cc450f264463963c7a5f06985f131ea8ff1a5e1b3f0685c4de25bb0925.svg,,,,,,,,,IDE and editor extensions that embed LLM coding assistance directly into the developer's editor.,,,,,,,,,,,,Dev Tools & Skills,Dev Tools / IDE Integrations,,,,,,,,,,,,,,,,,,,,,,,,
Self-Operating Computer,,https://github.com/OthersideAI/self-operating-computer,logos/5e48d66216fabf2e371d22c5e4484ba75338d08711797bc414f0f706285b7c93.svg,,,,,,,,,Harnesses that run computer-use agents locally on the user's own machine.,,,,,,,,,,,,Agents,Computer Use / Local Computer-Use Harnesses,,,,,,,,,,,,,,,,,,,,,,,,
Semantic Router,,https://github.com/vllm-project/semantic-router,logos/a85775381f2680fc75ca21a35408a6b60a4e2ba7763e614748affa1a33ab677c.svg,,,,,,,,,Capability-aware routers that classify prompts and dispatch to the best-suited model.,,,,,,,,,,,,Models & Inference,Inference / Routers / Intelligent,,,,,,,,,,,,,,,,,,,,,,,,
Serper,,https://serper.dev/,logos/fd1f98eda19db05f538be2bfff97b028930be5af6d93a94e0d05f356e9e470a6.svg,,,,,,,,,"Web search APIs purpose-built as agent tool calls, returning LLM-friendly results rather than SERP HTML.",,,,,,,,,,,,Tools & Integrations,Actions / Web Search APIs for Agents,,,,,,,,,,,,,,,,,,,,,,,,
Shannon,,https://github.com/Kocoro-lab/Shannon,logos/2e32a73cfa2da408c4741557f85664fbc2377e64d1921a1bf311ba316d25a820.svg,,,,,,,,,"Coordination layers that route tasks across multiple agents, models, or workers — the conductor rather than the individual performer.",,,,,,,,,,,,Frameworks & Runtimes,Orchestration,,,,,,,,,,,,,,,,,,,,,,,,
Shellfirm,,https://github.com/kaplanelad/shellfirm,logos/3c035838c239b9b3f1a730004a5972959bdcf5cc33360a8f0e03c765725f0cc4.svg,,,,,,,,,"Runtime filters and policy checks that constrain agent inputs, outputs, or actions against defined rules.",,,,,,,,,,,,Safety & Governance,Guardrails,,,,,,,,,,,,,,,,,,,,,,,,
Skyfire,,https://skyfire.xyz/,logos/50f509c864f674c654d5dbc7755d21d5f6bca16ad50a92a68441108a3f227e73.svg,,,,,,,,,"Payment rails and protocols that let agents pay for services, APIs, or other agents programmatically.",,,,,,,,,,,,Tools & Integrations,Actions / Financial Tools / Agent Payment Rails,,,,,,,,,,,,,,,,,,,,,,,,
SkyRL,,https://github.com/NovaSky-AI/SkyRL,logos/be5cde572c6ed36eb45e1adf74dcc7aad99686fe65b65f8c5ab0529c249b1181.svg,,,,,,,,,Environment suites and harnesses for training and evaluating agents via reinforcement learning.,,,,,,,,,,,,Models & Inference,Models / Reinforcement Learning / Agent RL Environments,,,,,,,,,,,,,,,,,,,,,,,,
Smithery,,https://smithery.ai/,logos/425b88405d1f9849fd96dfc75cdfe6a499f0c68944f8a99345c9a136cd206642.svg,,,,,,,,,"Registries and marketplaces for discovering, publishing, and installing MCP servers.",,,,,,,,,,,,Tools & Integrations,MCP / Registries & Marketplaces,,,,,,,,,,,,,,,,,,,,,,,,
Snowglobe,,https://github.com/IQTLabs/snowglobe,logos/6c8c149cc1515791c6bd8369f28bc5e240326539dfdc22330210a4dc1a82ee17.svg,,,,,,,,,"Agent simulations of geopolitical actors, wargames, and international scenarios.",,,,,,,,,,,,Agents,Simulations & Worlds / Geopolitical Simulation,,,,,,,,,,,,,,,,,,,,,,,,
Snowglobe,,https://www.snowglobe.so/,logos/6c8c149cc1515791c6bd8369f28bc5e240326539dfdc22330210a4dc1a82ee17.svg,,,,,,,,,Tools that generate simulated users to exercise agents in multi-turn conversational or task scenarios.,,,,,,,,,,,,Observability & Evals,Evals and Experiment Tracking / Synthetic User Simulation,,,,,,,,,,,,,,,,,,,,,,,,
Squad,,https://github.com/bradygaster/squad,logos/e387f17067674eaa87edd94da47ce09d4d4268c6d6a25b657c408c2d8280033d.svg,,,,,,,,,"Tools that assemble agent teams by selecting roles, skills, and configurations for a given goal.",,,,,,,,,,,,Agents,Team Formation,,,,,,,,,,,,,,,,,,,,,,,,
Stagehand,,https://github.com/browserbase/stagehand,logos/164a31dbf4c2efe2ddf207d48a356a28d447d1192f13a89abdf7c1d8a0070bd2.svg,,,,,,,,,"Libraries and helpers layered on browser automation stacks to make them agent-friendly (DOM extraction, action planning).",,,,,,,,,,,,Tools & Integrations,Actions / Browser Tooling,,,,,,,,,,,,,,,,,,,,,,,,
Steel Browser,,https://github.com/steel-dev/steel-browser,logos/bc1c433895c8c4b2d195ab67831d884383b2c2df6925652ce642bc20afe07d4c.svg,,,,,,,,,"Headless browsers designed for AI agents — no UI, optimized for programmatic navigation and scraping.",,,,,,,,,,,,Tools & Integrations,Actions / AI Browsers / Headless,,,,,,,,,,,,,,,,,,,,,,,,
Superdesign,,https://github.com/superdesigndev/superdesign,logos/f59a8309ffed074afb1c8656759798c02822775a767e9d527f0f20f3742e92cb.svg,,,,,,,,,Agents specialised for product and UI/UX design workflows.,,,,,,,,,,,,Agents,Task Specific / Product Design,,,,,,,,,,,,,,,,,,,,,,,,
SWE-agent,,https://github.com/princeton-nlp/SWE-agent,logos/6956c191706c455a8dbeaa877b8c23fe5f87fd744a1541408f443b9247fe637d.svg,,,,,,,,,"Autonomous software-engineering harnesses that drive an LLM through multi-step code edits, runs, and tests.",,,,,,,,,,,,Dev Tools & Skills,Dev Tools / Coding Agent SWE Harnesses,,,,,,,,,,,,,,,,,,,,,,,,
SWE-bench,,https://github.com/princeton-nlp/SWE-bench,logos/bc1c433895c8c4b2d195ab67831d884383b2c2df6925652ce642bc20afe07d4c.svg,,,,,,,,,"Benchmarks grading agents on code tasks — bug fixing, PR resolution, terminal workflows, freelance-style tickets.",,,,,,,,,,,,Observability & Evals,Benchmarks / Software Engineering Benchmarks,,,,,,,,,,,,,,,,,,,,,,,,
SWE-Lancer,,https://github.com/openai/SWELancer-Benchmark,logos/a98e1e2893f761cb76c31214aa3e56ca15daff9c78d3a81635174f5144597839.svg,,,,,,,,,"Benchmarks grading agents on code tasks — bug fixing, PR resolution, terminal workflows, freelance-style tickets.",,,,,,,,,,,,Observability & Evals,Benchmarks / Software Engineering Benchmarks,,,,,,,,,,,,,,,,,,,,,,,,
Taste Skill,,https://github.com/Leonxlnx/taste-skill,logos/3b3da82a1d49c6ec9f76fe321c6d577e06c64724a88545da54eb5de60f2a9d1f.svg,,,,,,,,,Instructional skills that teach an agent how to do a task rather than expose code.,,,,,,,,,,,,Dev Tools & Skills,Skills / Guides,,,,,,,,,,,,,,,,,,,,,,,,
Tau-bench,,https://github.com/sierra-research/tau-bench,logos/908ee205f40e14fa619246a01f9226ddd770d63dd5bc582ecf46a4b859e2d2f8.svg,,,,,,,,,Tools that generate simulated users to exercise agents in multi-turn conversational or task scenarios.,,,,,,,,,,,,Observability & Evals,Evals and Experiment Tracking / Synthetic User Simulation,,,,,,,,,,,,,,,,,,,,,,,,
Tavily,,https://tavily.com/,logos/f185b9bb9aece9ee2c205ea597de069b867efb5534f75e16575c9f055639898e.svg,,,,,,,,,"Web search APIs purpose-built as agent tool calls, returning LLM-friendly results rather than SERP HTML.",,,,,,,,,,,,Tools & Integrations,Actions / Web Search APIs for Agents,,,,,,,,,,,,,,,,,,,,,,,,
TEN Framework,,https://github.com/TEN-framework/ten-framework,logos/b8f99cdf9e0f677c871ed9992ca713775fb7dc5977a9847df3ffa15b95d99336.svg,,,,,,,,,"Voice-first agent frameworks — libraries built around realtime speech I/O, turn-taking, and telephony-style interaction.",,,,,,,,,,,,Frameworks & Runtimes,Frameworks / Voice,,,,,,,,,,,,,,,,,,,,,,,,
TensorZero,,https://github.com/tensorzero/tensorzero,logos/a5eb6838148193cffa8027b5a42c9a8c1b49444c1d760730c79386f5fbdff74a.svg,,,,,,,,,"Gateways that enforce typed, schema-valid outputs from LLMs via constrained decoding, grammars, or retry loops.",,,,,,,,,,,,Models & Inference,Inference / Structured Output Gateways,,,,,,,,,,,,,,,,,,,,,,,,
Terminal-Bench,,https://github.com/laude-institute/terminal-bench,logos/d3c12fac230810bc35fada607cf35b22f8ccf8c624921616f19d7e61b6673418.svg,,,,,,,,,"Benchmarks grading agents on code tasks — bug fixing, PR resolution, terminal workflows, freelance-style tickets.",,,,,,,,,,,,Observability & Evals,Benchmarks / Software Engineering Benchmarks,,,,,,,,,,,,,,,,,,,,,,,,
TextGrad,,https://github.com/zou-group/textgrad,logos/ffa5915f5c5c03be304edc94c1ef810f14eec9f8d4b73b1d920d812cc837f1e8.svg,,,,,,,,,"Frameworks that automatically tune, rewrite, or compile prompts from higher-level program specifications.",,,,,,,,,,,,Dev Tools & Skills,Prompts / Prompt Optimisation & Compilation,,,,,,,,,,,,,,,,,,,,,,,,
Together Fine-tuning,,https://www.together.ai/products/fine-tuning,logos/a4d4ce3e0c430293beafbdce279e75bb8a8dd10630e3dc580a9f573e8c00e5e5.svg,,,,,,,,,Fine-tuning services and pipelines specialised in teaching models to call tools and APIs correctly.,,,,,,,,,,,,Models & Inference,Models / Trainers / Tool-Use Fine-Tuning,,,,,,,,,,,,,,,,,,,,,,,,
TOON,,https://github.com/toon-format/toon,logos/86abdef43892cc315fe1e9c8438969d6b282a282c8614cc397d68af1a8ddcdd0.svg,,,,,,,,,Encoding schemes and token-efficient formats for representing data inside prompts.,,,,,,,,,,,,Dev Tools & Skills,Prompts / Formatting,,,,,,,,,,,,,,,,,,,,,,,,
Tracecat,,https://github.com/TracecatHQ/tracecat,logos/0645344d077285c78c282ecf7b9d919775d477a11f8a34b74b2966e739f8ae0f.svg,,,,,,,,,Security automation and SOAR-style platforms adapted for agent workflows and incident response.,,,,,,,,,,,,Safety & Governance,Security / Automation,,,,,,,,,,,,,,,,,,,,,,,,
TruLens,,https://github.com/truera/trulens,logos/818d97b34715753e857efc9cf129d46b34f8c8342a0d6e2b3575adc64883b53f.svg,,,,,,,,,"Frameworks and services for running evals, tracing agent runs, and tracking experiments across model/prompt versions.",,,,,,,,,,,,Observability & Evals,Evals and Experiment Tracking,,,,,,,,,,,,,,,,,,,,,,,,
uAgents,,https://github.com/fetchai/uAgents,logos/bc58c2f71838a597946a0d8e8fd877ee8f3b28c7ac7828e36d0dd8a51e2e74a3.svg,,,,,,,,,Programming-model libraries and SDKs for building agents — the code-facing abstractions developers import to define agent behavior.,,,,,,,,,,,,Frameworks & Runtimes,Frameworks,,,,,,,,,,,,,,,,,,,,,,,,
UI-Venus,,https://github.com/inclusionAI/UI-Venus,logos/ae1d3acfe1b0c2b0f5b29333a9508f5ffbc56ba72fa3a751f1e348306e257b42.svg,,,,,,,,,Vision-based computer-use agents that interact with GUIs through screenshots and pixel-level grounding.,,,,,,,,,,,,Tools & Integrations,Actions / Computer Use / Vision UI,,,,,,,,,,,,,,,,,,,,,,,,
Unreal Engine MCP,,https://github.com/flopperam/unreal-engine-mcp,logos/ed21de6d6ad0696503b70872e201c6c51d1f4c63bc0b61fcfa538cfe9a339182.svg,,,,,,,,,MCP servers exposing world-generation engines (e.g. Unreal) as tools for agents.,,,,,,,,,,,,Agents,Simulations & Worlds / World Generation / MCP,,,,,,,,,,,,,,,,,,,,,,,,
Unstructured,,https://github.com/Unstructured-IO/unstructured,logos/90b12e73412c0a66d1d819801543e5b08778d106d12570462ef3bb6e8aae933b.svg,,,,,,,,,"Parsers that convert PDFs, Office files, and HTML into LLM-ready structured text and markdown.",,,,,,,,,,,,"Context, Memory & Data",Data / RAG / Document Parsing for LLMs,,,,,,,,,,,,,,,,,,,,,,,,
usecomputer,,https://github.com/remorses/usecomputer,logos/b660f04824c18ff71f45b138680c6885bf2a5ce357017d9f1300aaa7d91742c9.svg,,,,,,,,,Computer-use agents that drive the machine via CLI/shell rather than GUI interactions.,,,,,,,,,,,,Tools & Integrations,Actions / Computer Use / CLI,,,,,,,,,,,,,,,,,,,,,,,,
Vapi,,https://vapi.ai/,logos/a29f9c4c023d0e13c432a7b07f2db9b345cc49f650190da2a17868cb2770ade5.svg,,,,,,,,,"Frameworks wiring STT, LLM, and TTS into low-latency duplex pipelines for conversational voice agents.",,,,,,,,,,,,Frameworks & Runtimes,Frameworks / Voice / Realtime Voice Pipelines,,,,,,,,,,,,,,,,,,,,,,,,
Vercel AI SDK,,https://github.com/vercel/ai,logos/928c73171f0df7bdeb810c1d2e6830442109496313c63d4fa0743f8e2a587513.svg,,,,,,,,,Programming-model libraries and SDKs for building agents — the code-facing abstractions developers import to define agent behavior.,,,,,,,,,,,,Frameworks & Runtimes,Frameworks,,,,,,,,,,,,,,,,,,,,,,,,
Vercel Skills,,https://github.com/vercel-labs/skills,logos/5f3689ecfde6e29db67b37a21fef3151aaad764e1c75ac19f03bf3ecdfa19a50.svg,,,,,,,,,Hosted libraries of reusable agent skills exposed as installable packages.,,,,,,,,,,,,Dev Tools & Skills,Skills / Package Library,,,,,,,,,,,,,,,,,,,,,,,,
Verifiers,,https://github.com/willccbb/verifiers,logos/9e84a5f2f2c7365146168e31896ed19dd7f9aebceb9834792632aa5e118244a7.svg,,,,,,,,,Environment suites and harnesses for training and evaluating agents via reinforcement learning.,,,,,,,,,,,,Models & Inference,Models / Reinforcement Learning / Agent RL Environments,,,,,,,,,,,,,,,,,,,,,,,,
Vibium,,https://github.com/VibiumDev/vibium,logos/e6b0222a553d8e66d960e18460d827be9957fc3020ca9dec007933a9635650ec.svg,,,,,,,,,Programmatic browser control stacks aimed at agent-driven automation and scraping workflows.,,,,,,,,,,,,Tools & Integrations,Actions / Browser Automation,,,,,,,,,,,,,,,,,,,,,,,,
VideoSDK Agents,,https://github.com/videosdk-live/agents,logos/d6673b2de3419bf41729da58bf958e7d8065f2ec5caad36c50503672e5c49177.svg,,,,,,,,,"Frameworks for agents that natively handle multiple modalities — video, audio, and vision alongside text.",,,,,,,,,,,,Frameworks & Runtimes,Frameworks / Multimodal,,,,,,,,,,,,,,,,,,,,,,,,
Vision Agents,,https://github.com/GetStream/Vision-Agents,logos/a29f9c4c023d0e13c432a7b07f2db9b345cc49f650190da2a17868cb2770ade5.svg,,,,,,,,,"Agents whose primary input is live visual streams — camera, video, or screen — for perception and action.",,,,,,,,,,,,Agents,Vision,,,,,,,,,,,,,,,,,,,,,,,,
VisualWebArena,,https://github.com/web-arena-x/visualwebarena,logos/0443599aef7db4100e100824b468e08c1811ad1ecd243acbca22dd63108e8045.svg,,,,,,,,,Benchmarks that evaluate agents on browser and web navigation tasks in realistic or simulated sites.,,,,,,,,,,,,Observability & Evals,Benchmarks / Web Agent Benchmarks,,,,,,,,,,,,,,,,,,,,,,,,
vLLora,,https://github.com/vllora/vllora,logos/289decfd495fd92c288069de1fc822cedeff1916fd68727efdcb116d77a8cf65.svg,,,,,,,,,"LLM-assisted debugging tools that help diagnose failing runs, logs, or models.",,,,,,,,,,,,Dev Tools & Skills,Dev Tools / Debugging,,,,,,,,,,,,,,,,,,,,,,,,
Vocode,,https://github.com/vocodedev/vocode-python,logos/dfc78a72d2f4275955fe5487f6cec10012ec00bcf072072dbee8397f314c38f3.svg,,,,,,,,,"Frameworks wiring STT, LLM, and TTS into low-latency duplex pipelines for conversational voice agents.",,,,,,,,,,,,Frameworks & Runtimes,Frameworks / Voice / Realtime Voice Pipelines,,,,,,,,,,,,,,,,,,,,,,,,
VoltAgent,,https://github.com/VoltAgent/voltagent,logos/57cced43211f6879a3ab3a927cb8f0802a0d9beee0dcfee35afc43d02a4b1aed.svg,,,,,,,,,Engineering-team-oriented platforms for building and operating agents as software systems.,,,,,,,,,,,,Builders & Platforms,Engineering Platforms,,,,,,,,,,,,,,,,,,,,,,,,
WargamesAI,,https://github.com/user1342/WargamesAI,logos/6dc85db8962b39d5fefc56875fee2bd591614da76bd8a72967343bcb73e11fa9.svg,,,,,,,,,"Agent simulations of geopolitical actors, wargames, and international scenarios.",,,,,,,,,,,,Agents,Simulations & Worlds / Geopolitical Simulation,,,,,,,,,,,,,,,,,,,,,,,,
WebArena,,https://github.com/web-arena-x/webarena,logos/af26939103aee21a09f1a2a02cd3be7f423d8f645a1070550776043f0db2d1a9.svg,,,,,,,,,Benchmarks that evaluate agents on browser and web navigation tasks in realistic or simulated sites.,,,,,,,,,,,,Observability & Evals,Benchmarks / Web Agent Benchmarks,,,,,,,,,,,,,,,,,,,,,,,,
WebMCP,,https://webmcp.dev/,logos/0d5c2212344b58ffb37c693b09d0d5065a2b500fd3e7368c006620869440ab85.svg,,,,,,,,,Emerging agent standards implemented inside a specific ecosystem or product rather than a neutral body.,,,,,,,,,,,,Tools & Integrations,Standards / Emerging (Ecosystem-Tied),,,,,,,,,,,,,,,,,,,,,,,,
WebMCP (Chrome EPP),,https://developer.chrome.com/blog/webmcp-epp,logos/7645c1f934028c70cc9bd4e1a460f119b01b8df5d3d29a4e886029e576ae965e.svg,,,,,,,,,Emerging agent standards implemented inside a specific ecosystem or product rather than a neutral body.,,,,,,,,,,,,Tools & Integrations,Standards / Emerging (Ecosystem-Tied),,,,,,,,,,,,,,,,,,,,,,,,
WeKnora,,https://github.com/Tencent/WeKnora,logos/8a8c2c8b26d1e28528572642b13176f0c1a2074507986ba09c5f885b42f6b798.svg,,,,,,,,,"Tooling for assembling, shaping, and optimising the context window sent to LLMs.",,,,,,,,,,,,"Context, Memory & Data",Context,,,,,,,,,,,,,,,,,,,,,,,,
x402,,https://github.com/coinbase/x402,logos/fa6aecbeb74d24daf50b1cf265a7c170d8e3ed4b14230b8ca3f9f93d42a3875a.svg,,,,,,,,,"Payment rails and protocols that let agents pay for services, APIs, or other agents programmatically.",,,,,,,,,,,,Tools & Integrations,Actions / Financial Tools / Agent Payment Rails,,,,,,,,,,,,,,,,,,,,,,,,
Xata Agent,,https://github.com/xataio/agent,logos/98b53a310c84beebc98cf34bc2ec9c0fb330c775e018403f43ce46a9a8159edf.svg,,,,,,,,,"Agent runtimes, frameworks, harnesses, and surfaces that define, host, or coordinate individual and multi-agent systems.",,,,,,,,,,,,Agents,General,,,,,,,,,,,,,,,,,,,,,,,,
XGrammar,,https://github.com/mlc-ai/xgrammar,logos/e9a4a3b62e2f0aeb63c7062ee364c5ae3915eda841ca945f7f40765114977b9b.svg,,,,,,,,,"Libraries that constrain LLM decoding to a grammar, regex, or schema at token level.",,,,,,,,,,,,Dev Tools & Skills,Prompts / Structured Output / Constrained Decoding Libraries,,,,,,,,,,,,,,,,,,,,,,,,
Zep,,https://github.com/getzep/zep,logos/22f9e88d9cfdc3dcae3cf28567c42fcdb70e74d1c982015c91dcaf3d87839d0a.svg,,,,,,,,,Hosted memory backends exposing add/search/forget APIs so agents can outsource long-term recall.,,,,,,,,,,,,"Context, Memory & Data",Memory / Memory-as-a-Service,,,,,,,,,,,,,,,,,,,,,,,,
Zep Temporal KG,,https://github.com/getzep/zep,logos/c700f0e9b8366a4b9ddf919c5a87e6fe5844b113bc29d719ac78b9948e2727d4.svg,,,,,,,,,Time-aware memory stores that record events and their temporal relations for agent recall.,,,,,,,,,,,,"Context, Memory & Data",Memory / Episodic / Temporal Memory,,,,,,,,,,,,,,,,,,,,,,,,
